id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
1195833;Belle chambre proche centre ville;5531179;Florence;Bordeaux;Saint Augustin - Tauzin - Alphonse Dupeux;44.82833812652061;-0.5944727232881737;Private room;45;1;2;27/05/2018;0.12;3;0
1196034;historic city Triplex with terrace;6056113;Nathalie;Bordeaux;Bordeaux Sud;44.83122999846373;-0.5673023978951636;Entire home/apt;180;3;26;01/09/2018;0.42;1;29
1196311;Rare Grand duplex hyper centre;4496051;Anne;Bordeaux;Centre ville (Bordeaux);44.84053234845788;-0.5806114859450797;Entire home/apt;100;30;26;19/08/2017;0.55;3;257
1203069;Amazing T3 downtown + parking free;6571433;Antoine;Bordeaux;Centre ville (Bordeaux);44.83830558331432;-0.5755461230277685;Entire home/apt;95;2;262;06/09/2018;5.07;1;159
1204227;Appartement au centre de Bordeaux;6577719;Dominique;Bordeaux;Bordeaux Sud;44.82852286025184;-0.5667028426595166;Entire home/apt;100;3;10;03/07/2017;0.19;1;88
1208526;Elegant town house in Bordeaux City;3144653;Sarah;Bordeaux;Centre ville (Bordeaux);44.84427924593229;-0.5901148817310323;Entire home/apt;400;3;2;05/01/2014;0.03;1;356
1209361;nice bungalow garden near Bordeaux;6604469;Olivier;Lormont;Lormont;44.88073540620529;-0.5010296475203954;Entire home/apt;120;2;25;13/05/2018;0.39;1;328
1211924;Centre-ville maison 3 ch au calme avec jardin;6616722;Lily;Bordeaux;Centre ville (Bordeaux);44.84785958628074;-0.5936747012608906;Entire home/apt;140;1;78;01/09/2018;1.28;1;321
1221634;Big bright room in a family house  ;5531179;Florence;Bordeaux;Saint Augustin - Tauzin - Alphonse Dupeux;44.82737892019712;-0.5951328224725285;Private room;65;1;34;23/07/2018;0.64;3;0
1222718;Beautiful  XVIII th apartment  ;6284990;Michel;Bordeaux;Centre ville (Bordeaux);44.83821803073708;-0.5684998579022623;Entire home/apt;220;3;56;06/09/2018;1.09;1;303
1227141;T2 independant, charme et détente.;6693475;Cristina;Saint-Mdard-en-Jalles;Saint-Mdard-en-Jalles;44.89442869669837;-0.7496232682389582;Entire home/apt;90;2;18;13/09/2018;0.43;1;364
1241376;Sunny Apartment Centre/AC;1029070;Louis;Bordeaux;Bordeaux Sud;44.83377109115107;-0.5746845672585255;Entire home/apt;48;2;336;12/09/2018;5.42;5;317
1242294;LOVELY 1 BEDROOM FLAT HEART OF BDX;5563943;Xavier;Bordeaux;Centre ville (Bordeaux);44.84064269255999;-0.5764513132089303;Entire home/apt;70;1;538;15/09/2018;8.42;1;280
1244514;Le Gîte Marengo vous accueille ;5445103;Pierre;Bordeaux;Bordeaux Sud;44.83355419004343;-0.5695873386578053;Entire home/apt;89;2;5;05/04/2015;0.08;1;257
1250274;VERY NICE 56M² HEART OF BORDEAUX;6581487;Virginie;Bordeaux;Centre ville (Bordeaux);44.84698696068381;-0.5833700922289696;Entire home/apt;55;2;16;13/05/2018;0.25;1;70
1251926;House between Bordeaux and Lacanau;6821197;Christophe;Saint-Aubin-de-Mdoc;Saint-Aubin-de-Mdoc;44.93339066869234;-0.7573948656866686;Entire home/apt;225;7;5;04/08/2018;0.19;1;0
1255350;bedroom over garden in center city;6838157;Martine;Bordeaux;Centre ville (Bordeaux);44.8427237776281;-0.588681338708474;Private room;45;2;77;13/09/2015;1.21;2;251
1258486;Bedroom,large bed,French breakfast,free parking;6854230;Marcel;Talence;Talence;44.82277838093772;-0.5895554837723559;Private room;40;2;125;03/09/2018;1.96;2;291
1265088;Luminous House with heated pool ;6880544;Cyril;Le Taillan-Mdoc;Le Taillan-Mdoc;44.918116125590714;-0.6661323404768935;Entire home/apt;243;7;0;;;1;266
1266428;La maison d'Antoinette;6893670;Françoise;Saint-Mdard-en-Jalles;Saint-Mdard-en-Jalles;44.88262215047106;-0.700315052305521;Entire home/apt;70;2;37;21/08/2018;0.74;1;323
1267602;HOLIDAY RENT;6899936;Alyko;Cenon;Plaisance-Loret-Maregue;44.85059088689279;-0.506034821576523;Entire home/apt;55;2;1;19/06/2013;0.02;1;359
1271646;appartement T2 centre de Bordeaux;6824102;Fanny;Bordeaux;Bordeaux Sud;44.82938553464485;-0.5703947312466915;Private room;50;7;1;11/08/2013;0.02;1;365
1272272;Cosy 2 bedroom house in calm area;6924683;Marine Et Damien;Bordeaux;Saint Augustin - Tauzin - Alphonse Dupeux;44.83491432657504;-0.6035871118881028;Entire home/apt;100;5;20;18/08/2018;0.32;1;77
1272658;Merlot city center highend equipped;6926777;Diane;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.84698228016375;-0.57525569658409;Entire home/apt;120;2;0;;;5;0
1273169;Semillon city center high end equipped;6926777;Diane;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.8455954854373;-0.5773507174761396;Entire home/apt;125;2;2;22/07/2018;0.19;5;5
1273295;Sauvignon T3 In city center high end equipped;6926777;Diane;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.84678377332036;-0.5752722397098314;Entire home/apt;130;2;6;09/07/2018;0.43;5;0
1274080;au cœur du quartier historique;6935270;Fred;Bordeaux;Centre ville (Bordeaux);44.83747169089531;-0.570143968398679;Entire home/apt;90;1;393;29/08/2018;6.16;1;323
1282101;Chambre dans loft jardin centre Bdx;6838157;Martine;Bordeaux;Centre ville (Bordeaux);44.84323784744409;-0.5871738954827366;Private room;45;2;68;10/12/2017;1.08;2;72
1285508;Apartment Place de la Bourse;6994026;Alexandre;Bordeaux;Centre ville (Bordeaux);44.839650221358426;-0.5700110866659447;Entire home/apt;125;3;2;20/05/2014;0.03;2;365
1288100;Grand studio Bordeaux avec piscine;7005396;Xavier;Merignac;Capeyron;44.85053507378532;-0.6395990623224457;Entire home/apt;75;5;1;24/09/2015;0.03;1;352
1299682;Beautiful T3 Hypercentral + PARKING;7066630;Marina;Bordeaux;Centre ville (Bordeaux);44.84303434451006;-0.5804044136763892;Entire home/apt;180;3;25;31/07/2018;0.40;1;356
1308250;Double bed in COZY Loft by the river;7107427;Ben;Lormont;Lormont;44.87695563437266;-0.5334642274584344;Private room;21;4;46;15/08/2018;0.74;5;63
1321105;quiet duplex house dowtown Bordeaux;3746923;Elisabeth;Bordeaux;Saint Augustin - Tauzin - Alphonse Dupeux;44.832696118196665;-0.5966527273258752;Entire home/apt;66;2;9;15/07/2018;0.15;2;41
1323347;Big apartment / hyper center/ 3***;7183066;M;Bordeaux;Centre ville (Bordeaux);44.84232443723592;-0.5717599147652378;Entire home/apt;135;3;2;06/07/2017;0.03;1;286
1326379;maison en pierre Bordeaux caudéran;7198417;Jean Pierre;Bordeaux;Caudran;44.83923596227714;-0.601534495485875;Entire home/apt;180;7;0;;;1;251
1330588;Small bedroom 1 pers. in Loft 100m² along river;7107427;Ben;Lormont;Lormont;44.87713571300913;-0.5351800711827613;Private room;20;4;69;09/09/2018;1.09;5;64
1334064;BORDEAUX BEGLES A 1 HR DES PLAGES;7235428;Jean Jacques;Bgles;Bgles;44.81286907520525;-0.5433145388430742;Private room;50;1;1;15/06/2015;0.03;1;358
1334537;Cosy flat with parking spot near the quay;7237421;Alex;Bordeaux;Bordeaux Maritime;44.85673395531487;-0.5633667308958712;Entire home/apt;65;2;45;07/08/2018;1.10;1;52
1348141;Quiet appt with balcony, 4 people;7233878;Maria;Bordeaux;Bordeaux Maritime;44.865236949537874;-0.5712821621896467;Entire home/apt;60;2;12;13/05/2018;0.19;1;328
1353746;PrivateRoom SharedBathroomBFinclued;1882891;Sandrine&Emmanuel;Bordeaux;Nansouty - Saint Gens;44.81771041074172;-0.5730251073088;Private room;35;1;24;24/03/2017;0.39;1;259
1353927;Chambre double Bordeaux Centre;7348650;Marie-Sophie;Bordeaux;Centre ville (Bordeaux);44.8468934839366;-0.5929926405402327;Private room;45;2;1;28/09/2017;0.08;1;363
1355270;Chambre dans appartement 55m²;7355346;Cécile;Bordeaux;Bordeaux Maritime;44.86438844894194;-0.5672160157479038;Private room;50;2;2;12/02/2018;0.05;1;340
1355655;Quiet and charming studio;2735557;Thomas;Floirac;Floirac;44.834368501636774;-0.5215409598548343;Entire home/apt;39;1;27;29/08/2018;0.70;2;256
1355740;Charming and quiet apartment;29102137;L.C.B;Bordeaux;Bordeaux Sud;44.83465369074913;-0.5688597232254882;Entire home/apt;90;2;8;26/07/2018;0.14;24;0
1355836;Fully equipped studio in Bordeaux;7354091;Deborah;Bordeaux;Bordeaux Sud;44.827038898612024;-0.5700929224417243;Entire home/apt;45;2;32;11/08/2018;0.57;1;268
1362776;Peaceful home just 10 minutes from the city center;7397083;Hicanoba;Talence;Talence;44.81697593841266;-0.5931861166019612;Entire home/apt;130;5;18;19/08/2018;0.36;2;4
1367124;i don't speak english;7417559;Christian;Gradignan;Gradignan;44.755242835745754;-0.6343650760680032;Private room;77;1;0;;;1;365
1372795;B&B for 2-3 with private bathroom;7442737;Patricia;Bordeaux;La Bastide;44.84481991593113;-0.5518514180489246;Private room;95;2;3;21/05/2014;0.05;3;364
1375829;Quiet apartment with private courty;6678424;Fabrice;Pessac;Verthamon;44.814250888237275;-0.6199090070747123;Entire home/apt;45;4;12;25/08/2018;0.22;2;76
1376433;Villa avec piscine proche Bordeaux;7457361;Alexandre;Pessac;Magonty;44.77967088997989;-0.6984398766423296;Entire home/apt;250;10;5;24/08/2018;0.08;1;365
1378028;100m from CITY GARDENS + TERRACE;7464847;Irene;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.850498755285315;-0.5743148071129871;Entire home/apt;50;5;4;21/07/2016;0.11;1;331
1384380;❤  Chartrons - appart avec balcon et parking ❤;7493374;Christophe;Bordeaux;Bordeaux Maritime;44.864226622643706;-0.5598727140261325;Entire home/apt;75;3;11;19/08/2018;0.83;1;0
1384593;Vintage large flat in the historic aera;2905309;Francois;Bordeaux;Centre ville (Bordeaux);44.843626069900964;-0.577845040525131;Entire home/apt;99;2;1;21/01/2015;0.02;1;256
1385160;Studio with kitchen and breakfast;7442737;Patricia;Bordeaux;La Bastide;44.84393032133401;-0.5531035428972587;Private room;85;2;1;02/06/2018;0.28;3;365
1386739;Cozy apartment in Bordeaux;7501900;Reynald;Bordeaux;La Bastide;44.84260364452972;-0.5576245236803686;Entire home/apt;35;2;77;11/09/2018;1.25;1;11
1387018;studio with courtyard hyper center;3897750;Julien;Bordeaux;Bordeaux Sud;44.83133963970755;-0.5700139551997986;Entire home/apt;30;2;78;30/08/2018;1.25;1;0
1413371;Appartement de Cédric, Saint Médard en Jalles;7618574;Cédric;Saint-Mdard-en-Jalles;Saint-Mdard-en-Jalles;44.89774554961244;-0.750786939078222;Entire home/apt;61;1;0;;;2;165
1419391;B&B garden side Bordeaux Mondésir;7643775;Capucine & Damien;Merignac;La Glacire;44.83533184268091;-0.6178748016460764;Private room;80;2;7;02/04/2018;0.12;1;357
1421443;4* studio in the center of Bordeaux;7651794;Lionel;Bordeaux;Centre ville (Bordeaux);44.84191737245229;-0.5752478337008212;Entire home/apt;86;4;14;22/06/2017;0.24;1;325
1440894;Beautiful apartment in city center;29102137;L.C.B;Bordeaux;Centre ville (Bordeaux);44.83715334477191;-0.5679746930402582;Entire home/apt;90;2;10;23/08/2018;0.46;24;213
1443453;Happy Home;7750472;Guy;Merignac;Centre ville (Merignac);44.84615640922328;-0.6581617412552283;Private room;27;1;61;14/09/2018;1.00;1;80
1450058;T2 charmant hypercentre;7781846;Imran;Bordeaux;Centre ville (Bordeaux);44.83892743321374;-0.5706482765130272;Entire home/apt;180;1;0;;;3;365
1454611;Maison cosy proche tram St Gènes;4751437;Elodie & Charlotte;Bordeaux;Nansouty - Saint Gens;44.819599679902936;-0.5792115976032958;Private room;50;2;2;04/10/2014;0.03;1;226
1469736;T3 HYPER CENTRE GAMBETTA;3067071;Amina;Bordeaux;Centre ville (Bordeaux);44.840824385950064;-0.5805296583303774;Entire home/apt;80;2;65;27/08/2018;1.21;1;11
1499659;T3 hypercenter vu place bourse ;7781846;Imran;Bordeaux;Centre ville (Bordeaux);44.840709078655706;-0.5724376466247894;Entire home/apt;100;1;3;12/10/2015;0.05;3;361
1499802;Top apartment Bordeaux Centre A/C;1029070;Louis;Bordeaux;Bordeaux Sud;44.834291994002335;-0.5746126476085995;Entire home/apt;55;2;313;07/09/2018;5.43;5;194
1509955;Studio au coeur de la ville;8064781;Estelle;Bordeaux;Centre ville (Bordeaux);44.84319476048366;-0.5707094493136688;Entire home/apt;50;6;16;28/07/2018;0.36;1;286
1530086;Comfortable private room;8161482;Valérie;Saint-Mdard-en-Jalles;Saint-Mdard-en-Jalles;44.89140970514286;-0.6967969686188916;Private room;50;2;18;16/07/2018;0.35;1;363
1540841;Joli T3 Duplex sur Quais et Parking;8213752;Laurent;Bordeaux;Bordeaux Sud;44.83369320171559;-0.5610856788283729;Entire home/apt;77;4;10;18/06/2015;0.18;3;318
1547915;Petite Maison tout confort située à Pessac centre;8248228;Mathieu;Pessac;Chiquet-Fontaudin;44.805179282043184;-0.621314826492534;Entire home/apt;45;14;5;29/07/2018;0.51;1;125
1550138;Charming flat in the city center;8256943;Lea;Bordeaux;Bordeaux Sud;44.83258400938938;-0.5698780245274906;Entire home/apt;59;3;95;03/07/2017;1.88;1;0
1580758;Appartement contemporain et lumineux, avec balcon;8178761;Laurent;Bordeaux;Bordeaux Maritime;44.85862172578487;-0.5614696365606704;Private room;28;7;11;01/10/2017;0.18;1;42
1585274;Maison;4800008;Pauline;Bordeaux;La Bastide;44.85223705358224;-0.5422479443446514;Entire home/apt;150;5;4;02/01/2018;0.16;1;273
1591705;Maison avec jardin;8490764;Christophe;Cenon;Palmer-Gravires-Cavailles;44.851487938059634;-0.5195229193995488;Entire home/apt;40;2;33;24/07/2017;0.75;4;0
1605871;Appartement de type t2 de 52 m2;8555286;Ghislaine;Bordeaux;Saint Augustin - Tauzin - Alphonse Dupeux;44.82199606984827;-0.600419621129543;Entire home/apt;37;2;100;18/08/2018;2.04;1;23
1612906;La Villa - Bordeaux Chambres Hotes;8585746;Sylvain;Bordeaux;Bordeaux Sud;44.82901906768322;-0.5721085332305197;Entire home/apt;625;3;7;21/06/2017;0.17;1;139
1612990;Nice, confortable and quiet suite;8586420;Iñaki;Bordeaux;Centre ville (Bordeaux);44.847067725400436;-0.5887667459124936;Private room;68;2;38;07/09/2018;0.75;2;85
1649939;Chambre  centre ville jardin public;8735717;Laura;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.85444302327383;-0.5830950861456083;Private room;57;1;20;30/10/2017;0.41;1;352
1652831;Superbe Duplex avec Parking/Jardin;4538479;Richard;Bordeaux;Bordeaux Sud;44.830558606331635;-0.574297390210577;Entire home/apt;96;2;18;19/08/2018;1.33;1;225
1659105;Maison spacieuse en pierre, jardin et garage...;8723427;Julien;Bordeaux;Nansouty - Saint Gens;44.816315201320315;-0.5672441472703648;Entire home/apt;145;4;6;27/07/2018;0.23;1;268
1672218;Chambre SDB+ Breakfast Gare St Jean;8852292;Agnès;Bordeaux;Bordeaux Sud;44.824231079269225;-0.5614177040385747;Private room;50;2;56;13/09/2018;1.08;1;3
1679033;Villa de standing/piscine, Gironde;8505152;Laurent;Saint-Aubin-de-Mdoc;Saint-Aubin-de-Mdoc;44.924068554787894;-0.7506909577110527;Entire home/apt;370;7;0;;;1;329
1695870;TRAVELATHOME - Appartement Bordeaux Triangle d'or;8956385;Travelathome;Bordeaux;Centre ville (Bordeaux);44.84383703407284;-0.5806364336766421;Entire home/apt;55;2;43;27/08/2018;0.77;1;263
1699336;Bedroom and a family house;8973463;Emmanuel;Bordeaux;Saint Augustin - Tauzin - Alphonse Dupeux;44.834639408873414;-0.6051766010201296;Private room;52;2;14;01/04/2018;0.29;1;350
1703500;Appt hypercentre, Lumineux, moderne;8993317;Christian;Bordeaux;Centre ville (Bordeaux);44.840624495742134;-0.5737411949114493;Entire home/apt;70;3;3;02/01/2014;0.05;1;62
1724221;maison confortable spacieuse jardin;9088101;Marie Jose;Villenave-d'Ornon;Villenave-d'Ornon;44.785623476843355;-0.5712206847316249;Entire home/apt;85;1;2;20/06/2016;0.04;1;74
1740701;Grande suite sur jardin calme;8586420;Iñaki;Bordeaux;Centre ville (Bordeaux);44.84693872126558;-0.5879015718066998;Private room;500;2;0;;;2;89
1754018;Maison au palmier/ Palm tree house;7914032;Aurelien;Bordeaux;Saint Augustin - Tauzin - Alphonse Dupeux;44.83495459093552;-0.6008931263985485;Entire home/apt;65;2;71;23/08/2018;1.24;1;3
1780330;Bordeaux centre, Pey Berland, flat 150m2;9345784;Sophie;Bordeaux;Centre ville (Bordeaux);44.84136652648651;-0.5815470716588004;Entire home/apt;160;1;1;17/06/2018;0.33;1;362
1788803;Appartement 55m² proche du centre;9386463;Mélanie;Bordeaux;Centre ville (Bordeaux);44.83900846846462;-0.597984599605846;Entire home/apt;65;4;6;18/07/2017;0.10;1;363
1791040;A very quiet and safe apart!;9382960;Kareen;Bordeaux;Centre ville (Bordeaux);44.844392677938934;-0.5795346311162416;Entire home/apt;156;90;7;09/12/2014;0.13;69;176
1791784;Lovely 36sqm downtown Bordeaux (St Pierre);9382960;Kareen;Bordeaux;Centre ville (Bordeaux);44.84056092077584;-0.572554285110633;Entire home/apt;94;3;20;28/10/2017;0.34;69;11
1791884;High end appartment 80 sqm w lift Bordeaux Centre;9382960;Kareen;Bordeaux;Centre ville (Bordeaux);44.840810346091416;-0.577551718560445;Entire home/apt;156;90;14;03/07/2016;0.23;69;7
1800344;Design Loft Vintage;3070456;Cécile & Hugo;Bordeaux;Caudran;44.855617979795426;-0.6055650334831216;Entire home/apt;500;2;69;18/08/2018;1.30;1;365
1842045;Bedroom(bed160x200) +bathroom+Breakfast+parking;6854230;Marcel;Talence;Talence;44.823209091319626;-0.5912777912150848;Private room;42;2;45;27/08/2018;1.77;2;319
1845964;charming apartment with garden;6599376;Camille;Bordeaux;Bordeaux Sud;44.83141043978413;-0.5758146506120906;Entire home/apt;80;2;38;20/08/2018;0.71;1;62
1857931;Friendly B&B - room w/private bath;7442737;Patricia;Bordeaux;La Bastide;44.84353766176606;-0.5533308390946858;Private room;90;2;1;13/08/2018;0.88;3;43
1873856;Nice room with private bathroom - pool;5058811;Jérôme;Bgles;Bgles;44.788116565761946;-0.5611408910753852;Private room;50;2;55;13/08/2018;1.07;2;0
1890659;L'appart du Vieux Marché / Maison de centre ville;4310833;Jean-Christophe;Bordeaux;Centre ville (Bordeaux);44.83744512138735;-0.5724515136509443;Entire home/apt;270;3;69;18/07/2018;1.25;17;87
1920911;La Soubrante;9957180;Laurence;Ambs;Ambs;45.01038068112158;-0.5272223050652567;Entire home/apt;142;3;0;;;2;365
1926172;Appartement clair avec A/C;1029070;Louis;Bordeaux;Bordeaux Sud;44.83364624403507;-0.5744019407877005;Entire home/apt;48;2;162;11/09/2018;6.04;5;324
1926911;Chartreuse du 18ème siècle;9957180;Laurence;Ambs;Ambs;45.01214173042345;-0.5286785586905083;Private room;60;2;0;;;2;365
1937428;Private room in single family home ;4216040;Jean;Bordeaux;Caudran;44.85087325348815;-0.597407388304441;Private room;250;2;0;;;3;365
1939935;HÔTEL PARTICULIER MARENGO BORDEAUX;10034489;Alain - Didier;Bordeaux;Bordeaux Sud;44.8321936421086;-0.5708298240546732;Entire home/apt;450;3;1;10/09/2018;1;3;365
1943710;Big and beautiful house, citycenter;10053712;Aurélie;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.85604806428513;-0.5754020310639911;Entire home/apt;310;2;12;01/10/2017;0.22;2;279
1949284;Nuit du manège CosyHOME in Bordeaux;7548084;Marie-Hélène;Bordeaux;Centre ville (Bordeaux);44.84002883427428;-0.5843259481707811;Entire home/apt;98;2;7;30/03/2018;0.14;1;365
1981739;T1 bis duplex quartier historique;10226460;Carolle;Bordeaux;Centre ville (Bordeaux);44.83752114919061;-0.568437426039939;Entire home/apt;52;1;15;27/05/2018;0.39;3;325
1981799;Ideal family house with Garden;8807194;Gerard;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.85843014285964;-0.5705430611891397;Entire home/apt;270;5;7;22/08/2018;0.14;1;55
1997144;Bordeaux duplex 70m2 chartrons;10291316;Xavier;Bordeaux;Chartrons - Grand Parc - Jardin Public;44.85354135429599;-0.5687397055285892;Entire home/apt;65;1;225;01/09/2018;3.93;1;328
2014828;BigStudio Flat Bordeaux Center GFL;8548535;Louis;Bordeaux;Centre ville (Bordeaux);44.83849381357859;-0.5705879641444571;Entire home/apt;49;3;72;10/01/2018;1.25;1;305
2024975;Gite Fonteneau 10mn de Bordeaux;10034489;Alain - Didier;Floirac;Floirac;44.8374737345568;-0.5063486861017847;Entire home/apt;150;6;6;30/06/2018;0.18;3;358
2029668;Appartement surplombant la ville;10423832;Christophe;Bordeaux;Nansouty - Saint Gens;44.82537950367154;-0.5891603091658932;Entire home/apt;90;2;52;25/08/2018;1.15;1;199
2046196;Wonderful flat in the center of the town;10413510;Julie;Bordeaux;Centre ville (Bordeaux);44.840860285396566;-0.5692227759296065;Entire home/apt;80;2;0;;;1;157
2048461;Vaste T2 de 65 m² vue superbe;10500478;Patricia Et Pierre;Bordeaux;Centre ville (Bordeaux);44.837371649116;-0.5670832685127442;Entire home/apt;140;3;14;30/07/2016;0.26;2;7
